,price,swing_high,swing_low,fib_382,fib_500,fib_618,trend,forecast
2020-12-10,112.96962451913512,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-11,112.59193305295847,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-14,112.28617415146249,115.70255635774136,112.12971372227547,114.33773047099339,113.91613504000841,113.49453960902343,-1.0,0.0
2020-12-15,111.58284360303838,115.70255635774136,111.58284360303838,114.12882608544483,113.64269998038986,113.15657387533491,-1.0,0.0
2020-12-16,111.12122697998294,115.70255635774136,111.12122697998294,113.95248853543764,113.41189166886215,112.87129480228666,-1.0,0.0
2020-12-17,110.44538467717476,115.35038451246999,110.44538467717476,113.47667457538721,112.89788459482237,112.31909461425754,-1.0,0.0
2020-12-18,109.9574480506861,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-21,110.48426894899,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-22,110.00956950457405,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-23,111.32576053699273,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-24,111.57241948743318,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-25,111.66483754928062,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-28,111.23565865919001,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-29,111.5858135988945,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-30,111.29799468577562,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2020-12-31,111.3589995930983,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2021-01-01,112.6390418622327,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,-10.0
2021-01-04,112.59101191237038,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,-10.0
2021-01-05,113.16564857551322,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,0.0
2021-01-06,112.81406036295027,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,-10.0
2021-01-07,112.79656611770179,114.86464913444173,109.9574480506861,112.99009832044707,112.41104859256392,111.83199886468076,-1.0,-10.0
2021-01-08,113.68196643551954,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-11,113.36848290662566,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-12,114.27470718562412,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-13,114.62858315335185,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-14,114.34734976540473,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-15,114.66355363493248,114.83987289601485,109.9574480506861,112.97478660509927,112.39866047335047,111.82253434160168,-1.0,0.0
2021-01-18,115.14983085974585,115.14983085974585,109.9574480506861,113.16634062668503,112.55363945521597,111.94093828374692,-1.0,0.0
2021-01-19,115.46073584085445,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,-1.0,0.0
2021-01-20,114.67562348090922,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,-1.0,0.0
2021-01-21,114.31205489299678,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,-1.0,0.0
2021-01-22,114.18829557522103,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,-1.0,0.0
2021-01-25,114.151078860671,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-01-26,114.46141490944635,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-01-27,114.55026540991298,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-01-28,113.88259323055793,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-01-29,114.07269215606091,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-02-01,114.37798502870282,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-02-02,114.65788025266833,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-02-03,115.19827061544565,115.46073584085445,109.9574480506861,113.35847990501014,112.70909194577027,112.05970398653041,1.0,0.0
2021-02-04,115.6152316927201,115.6152316927201,109.9574480506861,113.4539583414631,112.78633987170309,112.11872140194309,1.0,0.0
2021-02-05,115.84482173233432,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-08,115.809738876605,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-09,114.979258409847,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-10,115.1940675194133,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-11,115.29791136299485,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-12,115.43370078159253,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-15,114.79532649368238,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-16,114.25479822347825,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-17,114.7813746501447,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-18,114.76159707321638,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-19,115.10234742190269,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-22,115.11650660996791,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-23,115.1313846797158,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-24,115.6005265827038,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-25,115.34250421859511,115.84482173233432,109.9574480506861,113.5958449859447,112.90113489151021,112.20642479707573,1.0,0.0
2021-02-26,115.3905646070656,115.84482173233432,110.00956950457405,113.6157553813299,112.92719561845419,112.23863585557847,1.0,0.0
2021-03-01,115.15942696271307,115.84482173233432,110.00956950457405,113.6157553813299,112.92719561845419,112.23863585557847,1.0,0.0
2021-03-02,114.94217884899692,115.84482173233432,111.23565865919001,114.0841214383932,113.54024019576217,112.99635895313114,1.0,0.0
2021-03-03,114.7875927872626,115.84482173233432,111.23565865919001,114.0841214383932,113.54024019576217,112.99635895313114,1.0,0.0
2021-03-04,114.89865967307945,115.84482173233432,111.23565865919001,114.0841214383932,113.54024019576217,112.99635895313114,1.0,0.0
2021-03-05,114.65928536224772,115.84482173233432,111.23565865919001,114.0841214383932,113.54024019576217,112.99635895313114,1.0,0.0
2021-03-08,115.28716342503448,115.84482173233432,111.29799468577562,114.1079338005489,113.57140820905497,113.03488261756104,1.0,0.0
2021-03-09,114.83985977392473,115.84482173233432,111.29799468577562,114.1079338005489,113.57140820905497,113.03488261756104,1.0,0.0
2021-03-10,114.74642395184404,115.84482173233432,111.3589995930983,114.13123767514617,113.6019106627163,113.07258365028646,1.0,0.0
2021-03-11,114.52655842270696,115.84482173233432,112.59101191237038,114.6018663811081,114.21791682235235,113.8339672635966,1.0,0.0
2021-03-12,115.25004736488383,115.84482173233432,112.59101191237038,114.6018663811081,114.21791682235235,113.8339672635966,1.0,0.0
2021-03-15,115.34832475313961,115.84482173233432,112.79656611770179,114.6803880875447,114.32069392501805,113.96099976249141,1.0,0.0
2021-03-16,115.86424702287393,115.86424702287393,112.79656611770179,114.69239291709818,114.33040657028786,113.96842022347754,1.0,0.0
2021-03-17,115.12146683635544,115.86424702287393,112.79656611770179,114.69239291709818,114.33040657028786,113.96842022347754,1.0,0.0
2021-03-18,115.25499196929007,115.86424702287393,113.36848290662566,114.91086513046709,114.61636496474979,114.3218647990325,1.0,0.0
2021-03-19,115.69980736710178,115.86424702287393,113.36848290662566,114.91086513046709,114.61636496474979,114.3218647990325,1.0,0.0
2021-03-22,115.7409493617395,115.86424702287393,113.88259323055793,115.10725527420921,114.87342012671593,114.63958497922265,1.0,0.0
2021-03-23,116.27368954927218,116.27368954927218,113.88259323055793,115.36029075552334,115.07814138991506,114.79599202430677,1.0,0.0
2021-03-24,116.01504532422199,116.27368954927218,113.88259323055793,115.36029075552334,115.07814138991506,114.79599202430677,1.0,0.0
2021-03-25,116.71971904431479,116.71971904431479,113.88259323055793,115.63593698345967,115.30115613743635,114.96637529141304,1.0,0.0
2021-03-26,117.8691681061244,117.8691681061244,113.88259323055793,116.34629650365801,115.87588066834117,115.40546483302433,1.0,0.0
2021-03-29,117.68774882590458,117.8691681061244,113.88259323055793,116.34629650365801,115.87588066834117,115.40546483302433,1.0,0.0
2021-03-30,117.46499756520419,117.8691681061244,113.88259323055793,116.34629650365801,115.87588066834117,115.40546483302433,1.0,0.0
2021-03-31,118.19168980376304,118.19168980376304,113.88259323055793,116.54561491279868,116.03714151716048,115.52866812152229,1.0,0.0
2021-04-01,118.9814758766284,118.9814758766284,113.88259323055793,117.03370270582948,116.43203455359316,115.83036640135684,1.0,0.0
2021-04-02,118.72004586305177,118.9814758766284,113.88259323055793,117.03370270582948,116.43203455359316,115.83036640135684,1.0,0.0
2021-04-05,118.50995245450383,118.9814758766284,113.88259323055793,117.03370270582948,116.43203455359316,115.83036640135684,1.0,0.0
2021-04-06,118.36906015007358,118.9814758766284,113.88259323055793,117.03370270582948,116.43203455359316,115.83036640135684,1.0,0.0
2021-04-07,117.69683489455645,118.9814758766284,113.88259323055793,117.03370270582948,116.43203455359316,115.83036640135684,1.0,0.0
2021-04-08,117.23750892131434,118.9814758766284,114.07269215606091,117.10632049537162,116.52708401634465,115.94784753731768,1.0,0.0
2021-04-09,116.73543853793831,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-12,116.35153975538624,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,10.0
2021-04-13,116.33419731169286,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,10.0
2021-04-14,116.45130467796112,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,10.0
2021-04-15,117.22655492436816,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-16,116.72737790399876,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-19,117.21953910323705,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-20,117.11254468112429,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-21,117.08781282629808,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-22,117.42522257238139,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-23,116.86386156160023,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-26,117.05506643469226,118.9814758766284,114.25479822347825,117.17588501312504,116.61813705005332,116.0603890869816,1.0,0.0
2021-04-27,117.13829253879878,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-04-28,117.38451817080286,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-04-29,117.52910249275676,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-04-30,118.75675256271222,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-03,118.43788257058655,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-04,118.17238409308565,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-05,117.86081382987327,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-06,117.58307527029314,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-07,117.26438170663988,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-10,117.85888997219365,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-11,118.56914209618859,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-12,118.28376894931385,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-13,117.86759116276173,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-14,118.10329894095493,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-17,117.82718741881445,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-18,118.1436533276922,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-19,118.24511483811786,118.9814758766284,114.52655842270696,117.27969740923041,116.75401714966767,116.22833689010494,1.0,0.0
2021-05-20,117.48724278061924,118.9814758766284,115.12146683635544,117.50695242324413,117.05147135649192,116.5959902897397,1.0,0.0
2021-05-21,118.26099538128427,118.9814758766284,115.12146683635544,117.50695242324413,117.05147135649192,116.5959902897397,1.0,0.0
2021-05-24,119.15893421783203,119.15893421783203,115.12146683635544,117.61662167810798,117.14020052709373,116.66377937607949,1.0,0.0
2021-05-25,118.85253987258983,119.15893421783203,115.12146683635544,117.61662167810798,117.14020052709373,116.66377937607949,1.0,0.0
2021-05-26,118.65868909262184,119.15893421783203,115.25499196929007,117.667628278889,117.20696309356106,116.7462979082331,1.0,0.0
2021-05-27,118.8016217879843,119.15893421783203,115.69980736710178,117.83754776085307,117.4293707924669,117.02119382408074,1.0,0.0
2021-05-28,118.9688501829778,119.15893421783203,115.7409493617395,117.85326400280468,117.44994178978575,117.04661957676684,1.0,0.0
2021-05-31,119.29812231931422,119.29812231931422,116.01504532422199,118.04398690718898,117.6565838217681,117.26918073634722,1.0,0.0
2021-06-01,120.3032245886974,120.3032245886974,116.01504532422199,118.66514010966779,118.1591349564597,117.6531298032516,1.0,0.0
2021-06-02,120.21475097495038,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-03,119.81560235268115,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-04,119.12594273867388,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-07,118.76047771870293,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-08,118.74391423226602,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-09,119.64119316402491,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-10,119.38238751450683,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-11,119.49428149032629,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-14,119.48607004228991,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-15,120.08026667901395,120.3032245886974,116.33419731169286,118.78705616888166,118.31871095019514,117.8503657315086,1.0,0.0
2021-06-16,121.34373289195076,121.34373289195076,116.33419731169286,119.43009030029225,118.83896510182181,118.24783990335138,1.0,0.0
2021-06-17,121.0782985054906,121.34373289195076,116.33419731169286,119.43009030029225,118.83896510182181,118.24783990335138,1.0,0.0
2021-06-18,120.83357878423149,121.34373289195076,116.33419731169286,119.43009030029225,118.83896510182181,118.24783990335138,1.0,0.0
2021-06-21,121.35565922276602,121.35565922276602,116.33419731169286,119.43746077273607,118.84492826722945,118.25239576172281,1.0,0.0
2021-06-22,121.69660496757918,121.69660496757918,116.45130467796112,119.69290025694508,119.07395482277015,118.45500938859522,1.0,0.0
2021-06-23,122.6199586304472,122.6199586304472,116.72737790399876,120.3689927929439,119.67366826722298,118.97834374150206,1.0,0.0
2021-06-24,122.91192272311018,122.91192272311018,116.72737790399876,120.54942660220962,119.81965031355446,119.08987402489932,1.0,0.0
2021-06-25,122.73227667771665,122.91192272311018,116.86386156160023,120.60156335941338,119.88789214235521,119.17422092529704,1.0,0.0
2021-06-28,123.0276040930628,123.0276040930628,116.86386156160023,120.6730544460441,119.94573282733151,119.21841120861893,1.0,0.0
2021-06-29,123.58195588335425,123.58195588335425,116.86386156160023,121.01564385244421,120.22290872247724,119.43017359251027,1.0,0.0
2021-06-30,123.99219697395294,123.99219697395294,116.86386156160023,121.2691728464342,120.4280292677766,119.58688568911897,1.0,0.0
2021-07-01,124.2458339895066,124.2458339895066,116.86386156160023,121.42592052204637,120.55484777555341,119.68377502906046,1.0,0.0
2021-07-02,124.77917133430117,124.77917133430117,117.05506643469226,121.82856326265056,120.91711888449672,120.00567450634287,1.0,0.0
2021-07-05,125.363819129524,125.363819129524,117.13829253879878,122.22166797186696,121.25105583416139,120.28044369645582,1.0,0.0
2021-07-06,126.05489862504277,126.05489862504277,117.26438170663988,122.69692116221286,121.65964016584132,120.62235916946979,1.0,0.0
2021-07-07,126.37925356883758,126.37925356883758,117.26438170663988,122.89737251747806,121.82181763773873,120.7462627579994,1.0,0.0
2021-07-08,126.29569452867916,126.37925356883758,117.26438170663988,122.89737251747806,121.82181763773873,120.7462627579994,1.0,0.0
2021-07-09,126.36905137189582,126.37925356883758,117.26438170663988,122.89737251747806,121.82181763773873,120.7462627579994,1.0,0.0
2021-07-12,126.97230585515,126.97230585515,117.26438170663988,123.26387883041913,122.11834378089495,120.97280873137075,1.0,0.0
2021-07-13,126.56383801965639,126.97230585515,117.26438170663988,123.26387883041913,122.11834378089495,120.97280873137075,1.0,0.0
2021-07-14,126.74817467409284,126.97230585515,117.26438170663988,123.26387883041913,122.11834378089495,120.97280873137075,1.0,0.0
2021-07-15,126.55150526792916,126.97230585515,117.26438170663988,123.26387883041913,122.11834378089495,120.97280873137075,1.0,0.0
2021-07-16,126.56587767939656,126.97230585515,117.48724278061924,123.34901176067925,122.22977431788462,121.11053687508999,1.0,0.0
2021-07-19,127.2051036107002,127.2051036107002,117.48724278061924,123.49288077360927,122.34617319565973,121.19946561771017,1.0,0.0
2021-07-20,127.30065314471017,127.30065314471017,117.48724278061924,123.55193038562743,122.3939479626647,121.23596553970198,1.0,0.0
2021-07-21,127.32387141878823,127.32387141878823,117.48724278061924,123.56627927900767,122.40555709970374,121.2448349203998,1.0,0.0
2021-07-22,126.64394334829828,127.32387141878823,117.48724278061924,123.56627927900767,122.40555709970374,121.2448349203998,1.0,0.0
2021-07-23,127.01707013131188,127.32387141878823,117.48724278061924,123.56627927900767,122.40555709970374,121.2448349203998,1.0,0.0
2021-07-26,127.33981222188243,127.33981222188243,117.48724278061924,123.57613069531989,122.41352750125083,121.25092430718178,1.0,0.0
2021-07-27,128.42143958353515,128.42143958353515,117.48724278061924,124.24457640482127,122.9543411820772,121.66410595933311,1.0,0.0
2021-07-28,128.26755046605865,128.42143958353515,117.48724278061924,124.24457640482127,122.9543411820772,121.66410595933311,1.0,0.0
2021-07-29,128.37712562989063,128.42143958353515,118.26099538128427,124.54014989827532,123.34121748240972,122.1422850665441,1.0,0.0
2021-07-30,128.501817471746,128.501817471746,118.65868909262184,124.74174243092057,123.58025328218392,122.41876413344727,1.0,0.0
2021-08-02,129.29054411162772,129.29054411162772,118.65868909262184,125.22917549436748,123.97461660212478,122.72005770988208,1.0,0.0
2021-08-03,129.24289634543425,129.29054411162772,118.65868909262184,125.22917549436748,123.97461660212478,122.72005770988208,1.0,0.0
2021-08-04,129.38240710831943,129.38240710831943,118.74391423226602,125.31850282966703,124.06316067029272,122.80781851091842,1.0,0.0
2021-08-05,129.6863553631777,129.6863553631777,118.74391423226602,125.50634285116945,124.21513479772187,122.92392674427428,1.0,0.0
2021-08-06,129.7796599247559,129.7796599247559,118.74391423226602,125.56400507022477,124.26178707851096,122.95956908679715,1.0,0.0
2021-08-09,129.55644311748063,129.7796599247559,118.74391423226602,125.56400507022477,124.26178707851096,122.95956908679715,1.0,0.0
2021-08-10,129.65348811392977,129.7796599247559,118.74391423226602,125.56400507022477,124.26178707851096,122.95956908679715,1.0,0.0
2021-08-11,130.19030398885965,130.19030398885965,118.74391423226602,125.81778310184089,124.46710911056283,123.11643511928479,1.0,0.0
2021-08-12,129.67704633915412,130.19030398885965,118.74391423226602,125.81778310184089,124.46710911056283,123.11643511928479,1.0,0.0
2021-08-13,129.74353117622758,130.19030398885965,118.74391423226602,125.81778310184089,124.46710911056283,123.11643511928479,1.0,0.0
2021-08-16,129.39347076875796,130.19030398885965,118.74391423226602,125.81778310184089,124.46710911056283,123.11643511928479,1.0,0.0
2021-08-17,129.9909940832204,130.19030398885965,119.38238751450683,126.06167989565688,124.78634575168324,123.5110116077096,1.0,0.0
2021-08-18,129.2294006308285,130.19030398885965,119.38238751450683,126.06167989565688,124.78634575168324,123.5110116077096,1.0,0.0
2021-08-19,128.94993970719273,130.19030398885965,119.48607004228991,126.10128662127,124.83818701557479,123.57508740987956,1.0,0.0
2021-08-20,129.13854564472499,130.19030398885965,119.48607004228991,126.10128662127,124.83818701557479,123.57508740987956,1.0,0.0
2021-08-23,129.92130765934215,130.19030398885965,120.08026667901395,126.3282697364986,125.13528533393679,123.942300931375,1.0,0.0
2021-08-24,129.88843252880565,130.19030398885965,120.83357878423149,126.61603496069169,125.51194138654557,124.40784781239945,1.0,0.0
2021-08-25,129.61083276545907,130.19030398885965,120.83357878423149,126.61603496069169,125.51194138654557,124.40784781239945,1.0,0.0
2021-08-26,130.55141130017935,130.55141130017935,120.83357878423149,126.83919927908727,125.69249504220542,124.54579080532358,1.0,0.0
2021-08-27,129.82740434997123,130.55141130017935,121.35565922276602,127.03863400660747,125.9535352614727,124.86843651633791,1.0,0.0
2021-08-30,128.72800137166118,130.55141130017935,121.69660496757918,127.16887528112609,126.12400813387927,125.07914098663244,1.0,0.0
2021-08-31,128.94800859668786,130.55141130017935,122.6199586304472,127.52159638034168,126.58568496531328,125.64977355028488,1.0,0.0
2021-09-01,128.69698148451155,130.55141130017935,122.73227667771665,127.5645018743986,126.64184398894801,125.7191861034974,1.0,0.0
2021-09-02,128.18636507594618,130.55141130017935,122.73227667771665,127.5645018743986,126.64184398894801,125.7191861034974,1.0,0.0
2021-09-03,128.54054329959587,130.55141130017935,123.0276040930628,127.67731694706083,126.78950769662109,125.90169844618133,1.0,0.0
2021-09-06,128.66244365648146,130.55141130017935,123.58195588335425,127.88907933095217,127.0666835917668,126.24428785258144,1.0,0.0
2021-09-07,128.3804043411131,130.55141130017935,123.99219697395294,128.04579142756086,127.27180413706614,126.49781684657142,1.0,0.0
2021-09-08,127.74025214177766,130.55141130017935,124.2458339895066,128.14268076750236,127.39862264484297,126.65456452218359,1.0,0.0
2021-09-09,128.17648080591772,130.55141130017935,124.77917133430117,128.3464156332139,127.66529131724026,126.98416700126664,1.0,0.0
2021-09-10,128.50158139489707,130.55141130017935,125.363819129524,128.569751090989,127.95761521485167,127.34547933871434,1.0,0.0
2021-09-13,128.45199346300737,130.55141130017935,126.05489862504277,128.83374345827718,128.30315496261107,127.77256646694494,1.0,0.0
2021-09-14,129.3753119610312,130.55141130017935,126.29569452867916,128.92572749346627,128.42355291442925,127.92137833539223,1.0,0.0
2021-09-15,128.84026957786813,130.55141130017935,126.29569452867916,128.92572749346627,128.42355291442925,127.92137833539223,1.0,0.0
2021-09-16,128.07750699240574,130.55141130017935,126.36905137189582,128.95374980757504,128.4602313360376,127.96671286450012,1.0,10.0
2021-09-17,127.73155295746514,130.55141130017935,126.55150526792916,129.02344719585977,128.55145828405426,128.07946937224872,1.0,0.0
2021-09-20,127.70875994928738,130.55141130017935,126.55150526792916,129.02344719585977,128.55145828405426,128.07946937224872,1.0,0.0
2021-09-21,127.83042967394873,130.55141130017935,126.55150526792916,129.02344719585977,128.55145828405426,128.07946937224872,1.0,0.0
2021-09-22,127.70981164502057,130.55141130017935,126.55150526792916,129.02344719585977,128.55145828405426,128.07946937224872,1.0,0.0
2021-09-23,127.88583934327771,130.55141130017935,126.56587767939656,129.0289374570403,128.55864448978795,128.0883515225356,1.0,0.0
2021-09-24,127.26006963118249,130.55141130017935,126.64394334829828,129.05875854256078,128.59767732423882,128.13659610591685,1.0,0.0
2021-09-27,127.98195193321912,130.55141130017935,126.64394334829828,129.05875854256078,128.59767732423882,128.13659610591685,1.0,0.0
2021-09-28,127.94087634402284,130.55141130017935,126.64394334829828,129.05875854256078,128.59767732423882,128.13659610591685,1.0,0.0
2021-09-29,128.4995242598169,130.55141130017935,126.64394334829828,129.05875854256078,128.59767732423882,128.13659610591685,1.0,10.0
2021-09-30,128.67088693300576,130.55141130017935,127.01707013131188,129.20129297367197,128.78424071574563,128.36718845781925,1.0,10.0
2021-10-01,128.89926354258264,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,10.0
2021-10-04,129.18414718269875,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,0.0
2021-10-05,129.4080014627074,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,0.0
2021-10-06,129.72936284264117,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,0.0
2021-10-07,130.39393910770738,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,0.0
2021-10-08,130.49219969255813,130.55141130017935,127.26006963118249,129.29411878262255,128.90574046568094,128.5173621487393,1.0,0.0
2021-10-11,130.84670157135238,130.84670157135238,127.26006963118249,129.47660817020747,129.05338560126745,128.6301630323274,1.0,0.0
2021-10-12,130.80183372420876,130.84670157135238,127.26006963118249,129.47660817020747,129.05338560126745,128.6301630323274,1.0,0.0
2021-10-13,131.52189233193351,131.52189233193351,127.26006963118249,129.8938760602466,129.39098098155802,128.8880859028694,1.0,0.0
2021-10-14,131.18369618090387,131.52189233193351,127.26006963118249,129.8938760602466,129.39098098155802,128.8880859028694,1.0,0.0
